,Unnamed: 1,TIME,NB,SB,EB,WB
631,2013-01-21,13:45:00,,,,
632,2013-01-21,14:00:00,,,,
633,2013-01-21,14:15:00,,,,
634,2013-01-21,14:30:00,,,,
635,2013-01-21,14:45:00,,,,
636,2013-01-21,15:00:00,,,,
637,2013-01-21,15:15:00,,,,
638,2013-01-21,15:30:00,,,,
639,2013-01-21,15:45:00,,,,
640,2013-01-21,16:00:00,,,,
641,2013-01-21,16:15:00,,,,
642,2013-01-21,16:30:00,,,,
643,2013-01-21,16:45:00,,,,
644,2013-01-21,17:00:00,,,,
645,2013-01-21,17:15:00,,,,
646,2013-01-21,17:30:00,,,,
647,2013-01-21,17:45:00,,,,
648,2013-01-21,18:00:00,,,,
649,2013-01-21,18:15:00,,,,
650,2013-01-21,18:30:00,,,,
651,2013-01-21,18:45:00,,,,
652,2013-01-21,19:00:00,,,,
653,2013-01-21,19:15:00,,,,
654,2013-01-21,19:30:00,,,,
655,2013-01-21,19:45:00,,,,
656,2013-01-21,20:00:00,,,,
657,2013-01-21,20:15:00,,,,
658,2013-01-21,20:30:00,,,,
659,2013-01-21,20:45:00,,,,
660,2013-01-21,21:00:00,,,,
661,2013-01-21,21:15:00,,,,
662,2013-01-21,21:30:00,,,,
663,2013-01-21,21:45:00,,,,
664,2013-01-21,22:00:00,,,,
665,2013-01-21,22:15:00,,,,
666,2013-01-21,22:30:00,,,,
667,2013-01-21,22:45:00,,,,
668,2013-01-21,23:00:00,,,,
669,2013-01-21,23:15:00,,,,
670,2013-01-21,23:30:00,,,,
671,2013-01-21,23:45:00,,,,
