,Unnamed: 1,TIME,NB,SB,EB,WB
643,2013-02-11,16:45:00,,,,
644,2013-02-11,17:00:00,,,,
645,2013-02-11,17:15:00,,,,
646,2013-02-11,17:30:00,,,,
647,2013-02-11,17:45:00,,,,
648,2013-02-11,18:00:00,,,,
649,2013-02-11,18:15:00,,,,
650,2013-02-11,18:30:00,,,,
651,2013-02-11,18:45:00,,,,
652,2013-02-11,19:00:00,,,,
653,2013-02-11,19:15:00,,,,
654,2013-02-11,19:30:00,,,,
655,2013-02-11,19:45:00,,,,
656,2013-02-11,20:00:00,,,,
657,2013-02-11,20:15:00,,,,
658,2013-02-11,20:30:00,,,,
659,2013-02-11,20:45:00,,,,
660,2013-02-11,21:00:00,,,,
661,2013-02-11,21:15:00,,,,
662,2013-02-11,21:30:00,,,,
663,2013-02-11,21:45:00,,,,
664,2013-02-11,22:00:00,,,,
665,2013-02-11,22:15:00,,,,
666,2013-02-11,22:30:00,,,,
667,2013-02-11,22:45:00,,,,
668,2013-02-11,23:00:00,,,,
669,2013-02-11,23:15:00,,,,
670,2013-02-11,23:30:00,,,,
671,2013-02-11,23:45:00,,,,
